	C_01_0w	C_01_4w	C_04_0w	C_04_4w	C_05_0w	C_05_4w	C_06_0w	C_06_4w	C_07_0w	C_07_4w	C_08_0w	C_08_4w	C_12_0w	C_12_4w	C_13_0w	C_13_4w	C_16_0w	C_16_4w	C_19_0w	C_19_4w	C_20_0w	C_20_4w	C_21_0w	C_21_4w	C_23_0w	C_23_4w	C_24_0w	C_24_4w	C_27_0w	C_27_4w	C_30_0w	C_30_4w	C_32_0w	C_32_4w	C_37_0w	C_37_4w	C_38_0w	C_38_4w	C_41_0w	C_41_4w	C_42_0w	C_42_4w	C_43_0w	C_43_4w	C_47_0w	C_47_4w	C_49_0w	C_49_4w	C_52_0w	C_52_4w	C_53_0w	C_53_4w	C_56_0w	C_56_4w	C_57_0w	C_57_4w	C_59_0w	C_59_4w	C_62_0w	C_62_4w	C_63_0w	C_63_4w	C_64_0w	C_64_4w	C_66_0w	C_66_4w	C_67_0w	C_67_4w	C_69_0w	C_69_4w	C_70_0w	C_70_4w	C_75_0w	C_75_4w	C_78_0w	C_78_4w	C_80_0w	C_80_4w	C_82_0w	C_82_4w	T_02_0w	T_02_4w	T_03_0w	T_03_4w	T_09_0w	T_09_4w	T_10_0w	T_10_4w	T_11_0w	T_11_4w	T_14_0w	T_14_4w	T_15_0w	T_15_4w	T_17_0w	T_17_4w	T_18_0w	T_18_4w	T_22_0w	T_22_4w	T_25_0w	T_25_4w	T_26_0w	T_26_4w	T_28_0w	T_28_4w	T_29_0w	T_29_4w	T_31_0w	T_31_4w	T_33_0w	T_33_4w	T_34_0w	T_34_4w	T_35_0w	T_35_4w	T_36_0w	T_36_4w	T_39_0w	T_39_4w	T_40_0w	T_40_4w	T_44_0w	T_44_4w	T_45_0w	T_45_4w	T_50_0w	T_50_4w	T_51_0w	T_51_4w	T_54_0w	T_54_4w	T_55_0w	T_55_4w	T_58_0w	T_58_4w	T_60_0w	T_60_4w	T_65_0w	T_65_4w	T_68_0w	T_68_4w	T_71_0w	T_71_4w	T_72_0w	T_72_4w	T_73_0w	T_73_4w	T_74_0w	T_74_4w	T_76_0w	T_76_4w	T_77_0w	T_77_4w	T_79_0w	T_79_4w	T_85_0w	T_85_4w	T_87_0w	T_87_4w
Tyramine	40.1552549725042	65.371147771402	23.2592066253829	58.0916171847626	22.7056536107256	13.8101844109453	7.88610944122601	23.2865647348199	44.0226426974344	35.0766134682712	17.9545811648093	11.8106100432629	68.6490881938027	85.4300324763878	930.756628711902	202.61671519115	30.9633061053524	44.5165823428465	54.695172173397	16.8373596869229	197.999892668101	114.419847929694	57.0830517000856	92.7625992180649	10.2887093211805	11.0790581133677	13.9903652496053	14.8113640816083	26.8468010571932	35.4270735656722	146.343188759288	71.9532024235415	23.0856609927449	49.5805213440755	20.2616536309972	9.6482111112839	16.474960534456798	16.7013051190787	12.2181191186641	7.0751498681823	35.6698672358642	27.7493228404993	7.77196552871784	48.1028355667451	108.960708356662	37.0970423874701	25.7235802522015	35.7139738218369	26.787103419371	17.8018916677789	6148.13249073416	1540.94492457275	440.795126184409	213.799826125	10.8343957898355	14.7688992817382	19.7619855352456	54.4322383428985	919.322697760857	627.27677857048	4.9306422033141	11.0854899774453	56.7102510726109	29.9743545306958	71.2899813212189	49.6083240099126	20.665839554283	12.5607061956039	60.0297278333505	123.29602515164	9.42350625882584	7.76238136171571	26.3602202562952	24.7544116653957	47.1613981559673	39.761983098643	124.451591704535	48.1542359413918	128.196580133847	79.59332877622	20.3775102746415	18.9560278331257	27.8248926478737	184.186123143412	16.1414796042254	30.0062399853106	9.41406726980737	9.88149932454441	4.68293303456084	10.9582629455752	69.7869003442097	5.48156441314326	9.91857481830948	18.998133374753	31.1637071112248	21.4438789620267	19.967118526728	24.4277691523326	44.2051301501166	145.100454545807	10.4063187274854	14.5423843995122	104.922059287978	6.80871203055033	59.4149773552599	51.8201373877805	7.23402538790744	44.1236243049393	0.0	14.0995136832032	6.9010736269487705	122.237810271722	43.3536250035231	18.8124218940787	274.953121509663	192.041212938596	22.9433567945082	19.0678043733408	12.2301610595778	7.09690284909397	9.99073851457305	27.2107715848935	58.4699414408183	61.2781821111827	38.6568781665838	55.0713446119758	7.3040009147247495	10.1734160420382	15.0699847845484	20.0553403129498	829.188277726051	29.1369630980623	18.6110351821552	49.9849395953131	616.422041810386	196.125639773271	16.3032756701074	30.9073307149441	18.1131248986544	19.1993753040721	744.185685227499	2968.77639057138	7.0088649707309	15.8944665334595	52.2947683904221	53.9972074124874	29.4741489946472	15.572915150188	31.3291095768235	13.9660186743637	119.460016471738	79.1921511791482	323.763736721572	101.738250468486	60.4986410595656	155.793902903716	16.6465519093951	28.7740670112539	12.6096548618728	15.2963834434721
Glycolic acid	0.0	0.0	0.0	809.119757612156	945.274662583265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1049.87983970764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	918.655002773657	698.414858011161	1465.60439752771	917.876389044797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	911.456532003933	0.0	0.0	0.0	0.0	0.0	0.0	893.070729767359	0.0	0.0	0.0	0.0	933.877952786657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1098.50827903405	0.0	0.0	0.0	1091.37845908758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1254.27896592557	0.0	0.0	0.0	0.0	0.0	1622.11587734116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682.44375724338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	711.897600270338	0.0	0.0	696.761680173931	0.0	0.0	0.0	0.0	0.0	0.0	1144.64102378685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1057.23794728656	1455.84126533042	1780.60829292505	0.0	0.0	0.0	0.0
Uridine	0.0	92.3606507978444	194.61483200029	137.035806780026	269.42373437743	139.338730928281	217.112290740127	147.218802508855	0.0	73.630525175208	167.055477456	127.939532647983	171.020954564126	231.491729738009	297.332398108806	66.7552131227514	0.0	41.6408895011262	149.224523343581	230.153685318417	266.124271001608	0.0	171.708094954136	83.0788665723838	148.80896082104	113.333247733643	30.706823214157	34.1206694869451	331.753987518246	271.017790534013	133.804297450924	184.578285378111	74.6387480581621	100.476258694182	255.94216268882	135.284400333372	126.566571766229	114.616284914864	96.2354531898574	72.5090931366452	71.7196362027318	60.5145135455552	0.0	62.6168463330111	248.770927348702	95.7148362910219	83.7380866939107	59.5033817523722	143.708167833207	297.237196596947	223.434070414321	271.03193451538	172.021455808158	108.653401063315	190.65243223338	86.0935392176692	0.0	125.244791095006	224.911700391122	385.208849225645	38.1453187146952	45.585834117089	112.659649541404	67.3716669028951	112.136326648659	79.2609347923918	133.549653915269	60.7003024159202	126.850993910415	210.746994224597	401.964506587522	358.187645595685	158.012000498309	69.8174176428971	0.0	0.0	126.641136575029	0.0	276.855217683461	258.096670740483	0.0	58.1589845227695	73.1556517486287	90.4859390512269	0.0	0.0	163.595472969316	91.0648465188817	0.0	103.220140969174	65.0571055828923	43.494239587668	101.844361970663	0.0	228.087249273941	116.54388355757	69.0892139963656	76.9768727592138	0.0	381.698380074933	159.141402402404	142.184996315966	210.788261742153	0.0	101.681501655974	46.1698896486424	28.9147749463768	0.0	136.705936578299	257.617800598952	34.4526442216262	43.8308174704583	117.728284672017	0.0	245.682378015507	315.869869973102	0.0	61.3189664837007	53.746002639806	252.136919649268	52.1192392052034	55.8959137195479	0.0	0.0	49.2457346225761	83.0870346378046	137.551714260428	0.0	122.251542546812	393.262750577064	47.7322929716743	30.9689816866535	218.05516280593	274.081658137376	109.197064267911	142.081869477183	71.0805154428077	204.8869895242	99.8909091055777	97.5192111319874	408.76274841827	195.492100497822	296.780248027785	269.580708625189	400.11935566205	274.094474514182	111.812896723709	47.6260279992108	98.1250630171615	92.707999450428	0.0	196.710702358313	130.924854005476	548.503062743559	191.02257352858	56.59499723272	168.886541800996	294.330967651415	64.6581382780586	156.278620811285
Spermidine	29.246071422799	22.621393850149	12.8216126005292	50.6718088277564	235.230924197264	53.7116319239002	308.012294788158	43.2615962418773	3.61646381256132	8.19341174841252	69.1912090569514	125.577164529032	364.339416260922	226.887783700682	92.275802078457	384.706987101333	20.1107079717707	9.89071317287105	196.604413377861	46.5435945188375	122.35413456922	907.120145312045	237.968758570607	82.563658288239	10.8206467155624	44.3722423611508	9.1391626962719	106.365508299733	350.314026524517	50.5919872939083	373.034631454828	442.972468050743	78.9954803898022	417.975204984672	142.974319211496	62.6643450817949	61.4045542353087	23.0971686426757	37.8355629249329	14.850630501878399	12.1650487749585	186.656874275733	12.776763942595199	20.7608181296134	93.2079043274735	200.658411687942	0.0	8.33435820995803	58.0671380688584	133.131790270431	222.545282223612	225.515033285513	249.38355981494	105.388604198735	102.820632331999	69.1870549977583	8.05566128332593	41.1134965313142	146.096834409726	228.354154768784	21.8789142750797	15.4683265920415	27.2463481973581	9.20978819999761	288.434007008491	81.9386336431768	52.7359901576968	2.98723361885833	30.5856844772546	241.346545310766	25.1356871368999	259.733088895572	176.587101287982	35.6462812899414	6.20538431111599	24.6799483588317	80.9917417024366	82.8505907866161	56.0082762057017	141.813294790363	3.62945660712443	30.6441979630487	22.5362125069918	31.3275562314625	18.814941167192	33.7093179577903	457.378028494832	58.4652584322543	7.92850686360613	157.664782277507	115.909451020625	76.7376778555076	89.0399943740901	327.914944927928	71.7949006419916	73.9773085146716	7.00121234153644	83.0571846067094	157.921143449268	497.392295861993	79.1898596369177	37.8891589119373	160.090589410263	326.233050032657	27.030541658717	43.745468685481	3.7083742488152502	4.26911450255097	250.232633461163	414.999328827958	4.46013752453618	13.5006678521902	30.1700935685037	4.23394578680865	107.242680291978	210.198851345348	48.961745572581	16.7874048937021	10.6138460084715	142.222530649149	8.71439859833614	5.21300179140296	0.0	9.97957350117209	3.4553042165692	27.5778661821056	25.4493034432505	39.215960778291	28.0068810296717	224.39301963264	128.376179357699	59.7195957720604	307.969999404206	124.530063556379	167.471918798254	281.841951310643	46.7137915184643	220.976337001492	88.4232344640822	208.093121169617	600.765442455913	137.781493623373	228.416040951354	366.329816679039	261.213188627515	336.61828083822	109.383405674701	11.1581929775839	9.70359124005712	19.9254754444723	88.6805094775556	205.559076288394	184.651177776434	323.634462254709	281.296657141204	184.339018008837	282.846471054063	262.681624035628	62.0872044960359	148.812776114005
Citric acid	249.057155712215	0.0	173.530109042496	517.568571312473	360.353028379996	41.834682885007	0.0	27.6523264466156	26.9481123798148	79.1460221110276	0.0	61.1759275290899	61.4595799000235	0.0	68.6438751621342	36.8009590459985	44.2671010843795	0.0	36.5627290015922	89.6343358334908	125.992529819435	0.0	0.0	123.816913925917	68.2525091450323	48.2222370811824	88.7943360982043	416.244186212296	143.558857126611	235.682293109811	108.83552745854	210.916414785342	130.6136473776	131.366979680636	174.812544199145	115.681788606397	57.7490662918139	64.3674411468896	0.0	0.0	95.1810666942714	0.0	0.0	0.0	113.480985522922	125.376298722574	55.935422266201996	33.1453942630801	59.8119550652399	110.013723862742	161.03245386684	1600.25343317912	59.6178297383043	123.113860829619	0.0	45.1314429857081	23.9156963222143	47.8494413309956	116.434948587693	2213.76320161968	84.4336288729375	0.0	203.508661140835	90.3748863661246	312.352207935947	200.641893616479	156.541971151877	52.5381659731995	178.273949406119	123.096945071622	0.0	0.0	347.248202706297	87.4921945628839	78.054088707036	84.4927608619901	75.0200256116877	46.5601216575905	0.0	187.481840978091	0.0	40.6011169540588	173.878607702489	134.032796387281	0.0	0.0	102.837785975316	76.6890423652588	0.0	45.2986183549981	59.2677739392089	43.7280397839841	232.419529060464	41.5139732034392	163.037934799962	43.3346694437751	0.0	0.0	51.410530295838	33.181130102912	46.7531370266621	124.461025415543	130.413973279275	184.970663251648	62.324660412803	80.2580456661549	154.789289917831	33.8914973607109	78.240040143334	147.499522849767	0.0	0.0	59.3680368414677	96.0763831446324	0.0	0.0	55.9362835133147	0.0	0.0	129.812170563495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.7407761064452	0.0	111.029963712737	0.0	0.0	80.085394355618	69.4203311411635	186.585958099043	60.6735409753383	110.146391751353	143.338464982793	175.677424488045	0.0	29.9571959373578	55.7971180298304	112.791635210806	195.97032003081	924.608116647537	366.125049662443	163.653647736206	39.9926931618304	100.666595820513	174.390428357138	0.0	0.0	245.460110489616	696.499910289762	56.7403088942244	0.0	0.0	39.1973771184992	58.1106330981694	30.7615513743635
Taurocholic acid	61.7390889520897	231.69176784556	17.6340323651227	12.9837862596976	15.8186108020054	11.019492953494	16.1046775812118	31.3837006543672	13.0763115579431	10.3925582969665	12.1992125691955	14.6296073778662	36.8822551102382	30.3839298389316	200.35117132968	847.42103307423	11.7958889610874	17.1834996716572	73.8390794512319	64.0265165720882	834.929456053742	22.3983050410609	19.9487500661556	24.8168853427365	13.6183860310188	9.57564712823243	39.1345335200349	127.047565815203	134.482824867551	179.365030601489	15.4681983015603	40.8176226299505	14.954304954868	8.74135983208495	43.2634997588145	0.0	13.1489403233157	53.3197143940737	9.99136796414717	15.337616455779	126.53467771489	79.9652305743937	0.0	8.61026760195389	163.69888418648	29.3398150895568	10.456062584719	14.8985149526031	16.4360807604593	237.680158108365	33.4483734165786	26.0347725210858	286.483363083341	162.06182953517	44.0788564602646	19.6405654387546	0.0	20.8495750356175	23.0418209842905	1648.71768826434	14.6713988325344	29.2888595977888	37.8094845924297	13.8423463985265	1047.1745568778	21.1404966957552	13.422001838432	11.4722294369011	103.381399489679	711.335184570166	73.6859803668972	120.150404684601	21.0817656378106	10.5627047077711	35.4100261142939	66.4994480900193	51.465334804332	17.8032998249024	126.813132940721	16.3982746888603	19.8639493813049	19.6444511068253	19.7132889051076	58.5231979243101	16.2420649710401	16.7160989261409	35.3856309195787	37.2745591474645	0.0	11.6777607310295	30.5985772130404	22.6015914500814	26.5748490051663	27.4800223830128	1033.5240984645	26.5181453099788	20.4189073677788	18.288926039229	0.0	19.8132595263225	24.3825885713528	22.3801837371047	12.1932632442728	16.5825498562217	11.42097143035	9.00865938027856	8.31602080948462	0.0	233.498446063653	854.479714094548	0.0	18.4888164027405	17.6751643775629	17.9901944490744	31.4490193517156	67.8103278191969	10.3236226388221	0.0	0.0	20.0991886689346	19.7432056762166	46.9478212307132	12.4148614280723	15.5880981009194	0.0	17.9763902075788	30.3123422241135	14.8756524859611	0.0	181.003474254608	495.323825687811	874.293892968206	350.102564105306	344.486336685871	313.842856152371	157.12362852974	13.4036260716551	70.1703471026633	16.3797655429127	174.644909966494	20.3539538571795	110.963716284103	72.3724528490551	36.5236135513608	441.506194372507	1589.64317494105	56.9603818808685	19.6146441120026	35.1569321900028	30.0162907855477	0.0	0.0	30.9040516084865	138.954066311632	46.2243663723257	460.858852068771	24.2725382382488	314.63840983239	19.8292041337378	7.23066269959897
Glycocholic acid	42.9295604244164	47.707110374875	28.5237125692148	34.3840604041948	16.7904254182831	16.5489006694362	14.0091876044947	153.878454043899	9.19355856369682	6.47400916040935	17.0265550165223	18.9946553416359	30.9704527480655	82.0918138568203	126.90739847810801	787.051242453241	11.570851738737	19.6721392158112	70.1218308506472	40.3420846797278	823.515278439058	58.289952470853	39.2477312894948	29.0137366009842	16.8166889260682	15.1763864536824	8.4993737107336	25.7439435387258	133.061337594526	133.045166569411	12.9717002423561	55.7666010391548	82.0592679601666	8.38916945877997	39.936055186605	13.7461364714935	14.6776047129005	32.0527852715201	15.7280973114883	19.967990460193	46.2338466125796	23.6825315897577	10.6274414784606	21.369946587672	185.622745393706	18.6340376780311	23.7681388722139	26.5694279446343	60.4226813209282	254.033360914736	114.493517909387	61.4333144199297	52.0565200968579	50.5203345909905	151.675535080781	62.9224660792417	21.7998545541404	53.1360121819461	20.4650016830824	1031.30507581682	13.2485078386042	21.4755361350624	65.1437667934919	12.9835226566794	807.319986238311	15.515489369531199	15.8023196505138	11.2033943340885	162.095759015378	301.535520787877	39.1453678327853	155.110353009575	37.6318238511541	14.85768657871	34.9639663284708	93.0530754633685	116.936906808172	37.3321425890611	322.515079307936	46.1791419064987	14.1345526906662	16.4876875290043	18.4444135983061	73.0724414641428	11.6614216421706	12.0807226675729	25.0887651337807	106.017130972964	7.7920508397043395	13.5568555436594	34.1167914795313	19.0661914207296	13.9487130232999	22.6804371902645	403.214472706256	29.7371724563114	113.881108970947	92.4294643254297	14.9886551077533	67.9896821779316	43.0794043739567	32.0697671815532	13.8736985388516	38.9640548411404	62.6231168878516	22.568693482206	14.6894124469792	9.24908876449734	289.759810213909	704.810236022686	13.8258142259096	26.4054209454653	20.6996505552155	17.2505913000524	36.1119359444609	253.060776751453	12.1890795726554	9.45269109177027	14.5937807953655	26.0398977529805	10.6919374204189	9.90176176501005	8.80053337994596	7.35404368801572	10.7594125817626	14.3587306208951	78.3386188195914	15.525876843469	16.7354449488178	73.4894195442965	31.9205560223254	523.708773306179	156.181796476684	349.632079441333	112.261902176503	85.2543135524702	32.4994695423824	40.7880952448111	33.0297936326053	59.8956849005424	55.8829315543597	278.349249671554	26.0913845239435	54.9062960582464	105.009358001127	3414.75451864606	44.5355204869016	11.9033103015411	17.7123902616902	58.9825569682719	9.10321394341116	13.8024775508734	51.8077881780298	111.408306820525	79.8484911981408	973.273445322527	45.9310795095239	544.368695221878	18.0377969760474	11.0668532597719
Uracil	66.0233995710064	0.0	178.69995776314	0.0	0.0	257.782747431688	127.135237391734	0.0	0.0	91.4957936973077	135.566134053801	104.489629602536	0.0	141.603877107501	179.654168816894	0.0	0.0	94.519715824055	51.1696344164324	144.567127136341	0.0	110.645529360246	0.0	0.0	108.642324513669	77.3996361965498	85.2696875916943	69.1353776242221	112.150938440746	183.941368689406	109.504551966112	140.960047254779	0.0	0.0	82.6453500323219	144.699107086491	78.1977307011677	105.801256533095	73.9923234913444	120.988843618522	0.0	50.545718562245	65.3480989973298	61.2569614736508	199.837521136704	168.921190091634	0.0	130.102343085406	186.108039535302	277.015149412135	81.6612889000258	155.343546625027	70.2949536803023	49.9892219590858	0.0	65.8539323716412	154.335994081948	232.769198982877	141.36926550323	0.0	137.271702346279	98.4257797406006	84.8126653682867	71.0147677970465	168.654607601796	132.141877368989	103.04880531028	80.9188385241813	53.3263406577578	0.0	0.0	0.0	76.2870335253874	47.2785815785851	73.5044694374981	0.0	0.0	215.80947383912	74.9045669055982	0.0	0.0	123.075531491531	106.950098260481	225.221069246982	52.5920120290568	0.0	321.340801605967	245.584062626563	0.0	181.011988039205	130.434983432996	57.7395673235982	208.549123940676	186.755382303474	250.930069583245	129.251597919159	0.0	131.014835826437	0.0	235.492206797066	103.671929958952	0.0	0.0	83.3221209099449	376.692115387183	173.149036040217	104.537467831174	0.0	0.0	0.0	42.6834366425406	116.813601636538	116.240360168865	0.0	177.086534540644	365.691035995611	0.0	62.9902704348306	89.4516670310791	423.127627443693	0.0	62.0707398969254	0.0	99.5000356182068	74.8642803455466	163.68051433737	84.0187539590693	0.0	0.0	190.817244412129	0.0	106.106416900669	130.290663886879	252.685239516933	49.6464462811746	75.7415914941487	139.287084867441	158.110574329831	382.327494178924	0.0	191.76768648253	86.3631097561386	158.794843260351	129.98964139968	394.162876384326	308.638010058273	92.1313271851908	49.1799371535481	376.073164390374	246.215363732338	0.0	156.348848979177	0.0	151.840908652889	154.636008915513	412.465101399509	0.0	123.052882421173	85.7944406505165	176.25095749627
Hydroxyproline	28.2413502307332	10.7955182377445	80.2438117852421	79.9068566161547	97.1018927896203	8.96499145725334	16.5642298204288	11.1842005777325	11.2156534564702	17.1333473741074	41.3464785441454	35.1151300716653	42.1875696126948	153.388431227026	1927.9722907471	150.488582972551	7.32225062060529	8.47780421818006	39.7413253301376	19.5042482144683	15.4730155441151	14.1150945799905	19.6799055026196	193.07468359585	22.3495308664888	11.4934912402288	7.98400849846028	7.13291097635595	53.7669372733393	83.0020984877343	24.4319412981733	54.0593394155048	30.7780384964362	37.7776092486691	60.4688702244261	22.2250013589999	40.4110538101419	28.8288960167309	25.8277058051096	14.2722505053023	115.340170819908	14.1317534839599	10.3476897699843	15.9726874516318	32.6684172912026	21.6438068291863	13.8332746201507	6.93561756128336	30.1749404766325	103.286243477091	249.124811603151	107.484714340536	108.271225031956	25.5485722504012	38.5562424789604	27.1362690118959	11.9016276039262	17.2808701279068	67.793743549824	111.04354166286	7.8619233049060195	9.62344225032629	50.5355706366828	21.5589384281997	135.014869375814	94.5291687957708	40.1056671779985	13.7279200724073	82.9266353208837	99.8587893608731	25.5605998386921	563.625674333374	140.200282767997	20.749475570957	15.4461142521883	30.7189954846266	231.966218832693	31.4631717995318	2755.39101879267	411.47658408811	0.0	22.9482314523691	39.9352778814335	78.487885488103	7.99055232040055	4.94508114023499	78.223063369167	22.2166582613784	19.0650699024325	25.7869746726091	31.2870899725027	14.1820343221614	40.322790755677	43.6680235858669	96.7715139875248	50.0942002841235	15.1055558202057	10.9451840121815	15.264231504396	99.0833789301274	20.7235100048969	20.7997673784566	43.4465777445214	27.8793033774718	15.4583603264293	18.3109206515594	11.7949938885501	17.5860388736637	42.9983047063282	122.164953317065	8.07939611974003	15.6137019786641	30.692170381685	12.0113624762586	32.4387922374523	51.0587136430047	17.0389872773001	8.09974873517408	6.21527832575818	26.9332855140373	10.4369416522542	33.9603165623689	10.734808037108	9.68614940352756	10.8552654631631	18.4796543711788	30.0832474316276	11.6673953237092	18.9248848294726	52.7926836411086	102.420812049494	16.9976071185818	38.4375326918349	53.1902382236946	180.354886081223	48.1082552806456	15.6799690597763	228.015401726232	71.3221623477874	77.6181943716933	75.9396763984295	53.0586306604023	75.6940720967976	514.241990484372	238.050135637038	104.908007846304	33.1121357141	16.3565287769919	23.5119023746763	82.6868413057291	15.8733577733512	26.4994232533238	50.1718377137257	62.8236465257552	70.3625761791117	2693.20109206324	31.3018789213841	503.117218191231	25.9597349831339	14.4071398433534
Met	32.8239658650044	85.9862638203973	68.2106108889203	150.078341276894	38.4265341953769	183.360968510342	79.5711829955718	86.0068434040498	18.8259854547933	56.8347944804976	49.9242681105738	79.1215404342727	54.6569557331678	130.732357618557	82.5841157540524	82.5764410786635	9.9540641318821	29.3992237464066	16.4599255072907	47.9193576467878	1455.1694528693	226.450297651016	170.179654260667	139.961399530876	16.1212655723327	67.3197638274235	47.9674127965821	127.822432711746	40.064320727193	110.379686793029	95.6040989242809	55.4400104520802	24.3598313396523	88.4042619500045	55.5965718633641	19.563597988413	43.5622171735299	74.9847775391638	54.1727187819169	24.768937687756498	36.9230380198552	28.0919974465662	27.8704479335625	27.1889742005581	60.0448826626135	80.7895742288961	33.5003762831368	25.0762669421548	42.3832545547179	92.9930508448657	65.4072396546284	56.2811252992563	316.040837102406	45.6881915280588	13.7114674578602	52.2501014537941	45.3699874750843	136.73500510479101	58.1328621705542	102.732773992921	50.7995282786855	79.1680734349426	52.6429812038722	76.659207057408	399.361168742058	62.2867660736152	79.7520568225198	57.4581035366161	54.341333300219	92.5930543910017	46.5526640097329	130.426639239687	38.0569215064053	4.93141484360127	53.1711841539411	90.005121665648	174.647630413497	207.350209452706	68.3762211575831	120.833774761684	12.1160178502749	81.9508719932262	30.0860541985302	69.2956097410779	18.7713669628737	44.2824390929092	72.5651724658647	89.0064401524254	20.4324910965249	97.5070843176098	70.3222663189201	38.9280853111895	47.0756733959559	51.2595381050991	263.357347486358	106.613022048187	86.3972332393925	121.783596083007	6.2679438062687804	175.164871076073	53.6679155754114	55.4398812381844	45.0015222287534	8.15411294396207	248.587025127559	96.575070298617	64.878047957194	166.458408201451	241.34571670792	533.015238706887	13.1395434606572	90.4827658580959	68.3245578430874	101.767478318019	58.8850741945316	156.884017608703	29.6288980595445	30.8028011899245	38.4793702774855	83.5120995390035	41.524475816783	22.3594986407187	6.87082049631693	29.4840848718935	41.5831645148999	160.702694233584	16.5547956285498	41.9377215688928	21.4559935107369	118.895263330303	195.507220315007	198.769868158878	107.212875393196	86.862313130456	93.9998000706722	90.1492036466874	75.911714776396	146.918145024587	268.247402865834	186.730713205547	110.844872205487	161.384190025403	52.4421633519696	109.496728306542	98.737050723565	188.311659894877	83.4671955608251	56.080627111324	120.018408245722	786.513184904122	56.2667613266414	99.0109611778788	73.8801183274972	117.582660124267	68.4846790090049	410.831024426773	118.346487504111	77.0650625918406	52.0663399065011	36.0239323860569
Trimethylamine	0.0	32.8555036855455	0.0	61.8597627147977	0.0	0.0	0.0	0.0	0.0	0.0	467.514819482414	17.8164136824283	0.0	209.601052257416	372.423690326206	236.416698468087	23.2127217192614	0.0	133.010338300013	121.539973769092	424.456327547723	34.1914214789949	0.0	53.0224626396177	0.0	33.4171255493248	17.4830789355363	0.0	251.051698488181	334.16094790761	0.0	0.0	0.0	68.8021618674952	24.3830908222179	0.0	55.0326651673492	117.339826387762	24.9905066998027	70.0370162721022	0.0	55.4867178276997	23.9275593729067	77.6211787164358	278.286359415362	17.2853235051729	0.0	0.0	0.0	30.6223475866163	27.6728478757325	0.0	358.893204288148	0.0	29.2809843256091	91.0581304552002	0.0	0.0	50.7189968961571	179.950783759246	0.0	18.9978760886418	98.5723414368985	46.9418710372332	42.5340571523072	20.7872069982962	0.0	0.0	1035.56909929756	351.696765790233	0.0	671.140139011041	545.502856942139	41.7969713622315	44.2133222234319	90.2363245528279	51.2388482828003	0.0	71.9212515322555	107.087591960287	0.0	0.0	21.5378900794576	512.502484528382	0.0	0.0	23.9497844045227	110.334898331877	0.0	242.231492451847	296.050597873013	30.7563797277554	0.0	0.0	139.780989848208	46.4589279479926	33.8616225606235	124.887411811858	0.0	22.3663713121533	41.1236704832428	0.0	0.0	0.0	49.6499426130734	107.043688468409	0.0	0.0	72.6575726078939	142.635799050729	0.0	0.0	39.6586217932678	79.272223605552	159.296005604809	0.0	71.541983747892	27.7739592705661	12.2146260903244	0.0	33.1534417045891	82.0551890577077	20.6892618516163	29.1279261161439	48.854080975501	223.232665223132	0.0	0.0	45.3402901311305	125.822799489368	46.1893378348277	24.6476308890472	41.2252768873619	165.474212231426	18.3228986886861	0.0	115.732902431523	249.010486438014	87.8042465622688	925.589810271847	435.162094252111	598.976226907988	0.0	175.792314005046	69.4834005547822	486.09746318333	28.430546570264	65.9254067847106	144.343025512209	76.0289832193063	0.0	0.0	127.804008996479	253.203127773935	83.7605108848151	174.12661499392	17.3795937349511	962.470155122249	0.0	0.0
